name;url;logo;abstract
tutlayt.net;http://tutlayt.net/;tutlayt_net.png;Tutlayt.net est un site regroupant beaucoup de resources sur tamazight. Vous trouverez des livres et un dictionnaire Kabyle-Français très riche.
EOF
